year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2023,lt,Lithuania,Monika Linkytė,Stay,11,,22.0,,11.0,127.0,,,46.0,81.0,,,Krists Indrišonoks;Monika Linkytė,,"Stay\n\nČiūto tūto\nČiūto tūto\n\nI've carried sadness with me\nI hid it well since sixteen\nAnd all the crying, all the fighting\nIt kept putting out the fire\nThat burned so bright within me\n\nAs I look back to all these years\nTo broken dreams disguising fear\nBeing someone that I'm really not\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nI took it all on myself\nI asked for nobody's help\nHad to taste it and embrace it\nAll the bitterness of failure\nTo find myself within me\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nJust stay\nJust ѕtаy\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto",https://youtube.com/watch?v=QsgouAEd34U
2023,cy,Cyprus,Andrew Lambrou,Break a Broken Heart,12,,7.0,,12.0,126.0,,,58.0,68.0,,,Jimmy Jansson;Jimmy Joker;Marcus Winther-John;Thomas Stengaard,,"Break a Broken Heart\n\nThe lights went out\nI hit the ground\nYou didn't mind that I was bleeding out\nYou filled my life\nWith minor songs\nI loved you but you loved to do me wrong\nI miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising out of the ashes\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nAn all-time low\nBut I'll get by\nAnd over you I'll find the highest high\nYou did your best\nTo do your worst\nI got used to all the ways it hurt\nFeel the fever telling me that I need her\nScience fiction turning into an addiction\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nOh I miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising from the ashes\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a ѕurvivor\nYou can't break a\nNo-o-o\n\nOh you can't break a broken\nNo-o-o\nYou can't, you can't break a broken heart\nYou can't, you can't, you can't break a broken heart\nYou can't, you can't break a broken heart\nYou can't\nYou can't break a broken heаrt",https://youtube.com/watch?v=49YiimKeyDI
2023,hr,Croatia,Let 3,Mama ŠČ!,13,,25.0,,13.0,123.0,,,112.0,11.0,,,Damir Martinović Mrle;Zoran Prodanović,Damir Martinović Mrle,"Mama ŠČ!\n\nMama kupila traktora\nŠČ\nMama kupila traktora\nŠČ\nMama kupila traktora\nTrajna-nina\nArmagedonona\nŠČ\n\nMama kupila traktora\nŠČ\nMama kupila traktora\nŠČ\nMama kupila traktora\nTrajna-nina\nArmagedonona\n\nTRAKTORA\n\nMama ljubila morona\nŠČ\nMama ljubila morona\nŠČ\nMama ljubila morona\nTrajna-nina\nArmagedonona\n\nA B C Č Ć D DŽ Đ E F G H I J K L LJ M N NJ E F G H I J K L LJ M N NJ O P R S Š T U V Z Ž…\n\nMama, mama, mama, ja se idem igrat'\nMama, idem u rat\n\nOnaj mali psihopat (Rat, rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Rat, rat)\nMama, idem u rat\n\nTRAKTORA\n\nMama ljubila morona\nŠČ\nMama ljubila morona\nŠČ\nMama ljubila morona\nTrajna-nina\nArmagedonona\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Mama, idemo u rat)\nMama, idem u rat\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Mama, idemo u rat)\nMama, idem u rat\n\nMama, mama, mama…\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski pѕihopat (Mama, idemo u rat)\nMama, idem u rаt\n\nŠČ",https://youtube.com/watch?v=hGuGfdEJ5Pw
2023,am,Armenia,Brunette,Future Lover,14,,17.0,,14.0,122.0,,,53.0,69.0,,,Brunette,,"Future Lover\n\nI just wanna make art\nRead books and just find someone\nWho likes me enough to kiss my face\nI wanna explore with him and visit old bookstores\nAnd cute little things, like drink smoothies at near cafes\n\nOh oh oh…\nDrink smoothies at near cafes\nOh oh oh…\n\nOh future lover, I hope it all comes naturally\nI hope our love is quiet outside, but loud inside oh baby\nOh future lover, this song I wrote for you\nThis song I wrote for you my future lover\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nIt's like a daydream, but I got some other, better plans\nI wanna scream and shout\nMy heart caught in chains\nCold heart, cold hands, fire in my veins\nFire in my veins, heart in chains\nI'm a volcano that is going to explode in a sec'\nI'm so hypnotised by someone that I've never ever met\nDon't wanna forget, am I dreaming yet?\nPoetic dream, I don՚t want it to end oh\n3 minutes of making impossible plans\n7 minutes of unnecessary panic attacks\nHere I go with the coldest hands\nHere I go with still no plans oh, still no plans\nI can't cool off, no I can't relax\nLord what I'm gonna' do my pain just attacks\nI still have the coldest hands\nOh my Lord, my Lord\nMy pain, my panic attacks, oh\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nՈւ դու ինձնից հեռու\n Latin\nԼքված ես հեռու, հեռու ես դու\nԵրազումս ես ու դու էինք լուռ\nՄոլորվում էինք հեռու - հեռու հեռվում\nU du indznits' herru\n Armenian\nLk'vats yes herru, herru yes du\nYerazums yes u du eink' lurr\nMolorvum eink' herru - herru herrvum",https://youtube.com/watch?v=h0q7AkYk2hY
2023,at,Austria,Teya & Salena,Who The Hell Is Edgar?,15,,1.0,,15.0,120.0,,,16.0,104.0,,,Pele Loriano;Ronald Janeček;Selina-Maria Edbauer;Teodora Špirić,,"Who The Hell Is Edgar?\n\nOh my God, you're such a good writer\nOh, it's not me, it's Edgar\nWho the hell is Edgar?\n\nThere's a ghost in my body and he is a lyricist\nIt is Edgar Allan Poe, and I think he can't resist\nYeah, his brain is in my hand, and it's moving really fast\n\nDon't know how he possessed me, but I'm happy that he did\n'Cause this song is feeling special, and is gonna make me rich\nYeah, the words are spilling out, what the heck is this about?\n\nOh, mio padre*, there's a ghost in my body, oh oh ohh…\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan Poe\n\nMaybe I should call a doctor or an exorcist\nMaybe someone out there knows where Shakespeare is so I can get a taste\nWhat's your IPI? Where's the A&R?\nGirl, call Universal, you're about to be a star\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan\nWho the hell is Edgar?\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nZero dot zero zero three\nGive me two years, and your dinner will be free\nGas station champagne is on me\nEdgar cannot pay rent for me\nZero dot zero zero\nZero dot zero zero\nZero dot zero zero three\nAt least it pays to be funny\nUgh\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nOh, mio padre, there's a ghost in my body, oh oh ohh…\n\nWho the hell iѕ Edgаr?",https://youtube.com/watch?v=8uk64V9h0Ko
2023,fr,France,La Zarra,Évidemment,16,,6.0,,16.0,104.0,,,50.0,54.0,,,Benny Adams;La Zarra;Yannick Rastogi;Zacharie Raymond,Benny Adams;La Zarra,"Évidemment\n\nMon cœur, mes mains, mes yeux, mes reins\nPlus rien ne m'appartient\nJ'me fais du mal pour faire du bien\nJ'oublie comme si c'n'était rien\n\nDans mon jardin d'enfer poussent des fleurs\nQue j'arrose de mes rêves, de mes pleurs\nOn a beau être sur le toit du monde\nOn ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nCar après l'beau temps vient la pluie\nC'est c'qu'on oublie\nC'est toujours trop beau pour être vrai\nMais c'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nJe vends demain, j'rachète hier\nLe temps est assassin\nJe cherche l'amour, j'ne trouve rien\nComme dans mon sac à main\n\nDans ma tête c'n'est pas tant évident\nJe cherche la vérité tout en l'évitant\nOn a beau être sur le toit du monde\nOn ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nCar moi je chante\nMa vie la vôtre et un peu de romance\nJe suis nue devant vous\nDonnez-moi donc une chance\nDe vous à moi, de moi à vous\nAi-je réussi à chanter, à chanter la grande France\n\nC'est toujours trop beau pour être vrai mais\nC'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamaiѕ la même\nCette fille d'avаnt\nÉvidemment",https://youtube.com/watch?v=fOtQJ4o-HoA
2023,es,Spain,Blanca Paloma,Eaea,17,,8.0,,17.0,100.0,,,5.0,95.0,,,Álvaro Tato;Blanca Paloma;José Pablo Polo,,"Eaea\n\nYa, ea\nYa, ea\n\nAy, ven a mí, niño mío\nAy, ven a mí, niño mío\nDuerme a mi vera\nQue en mi pecho hay abrigo\nAbriguito pa' tus penas\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\nTo'as las noches menos una\n\nAy, ven a mí, niño mío\n(Ay, niño mío, chiquito mío)\nChiquito de mis amores\nQue en la noche me iluminan\nTus ojos soles\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\n\n(Vamos allá, la Blanca Paloma)\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nTo'as las noches menos una\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, nocheѕ en vela\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaeа",https://youtube.com/watch?v=Vw6qPWhjevk
2023,md,Moldova,Pasha Parfeni,Soarele și Luna,18,,18.0,,18.0,96.0,,,76.0,20.0,,,Andrei Vulpe;Pasha Parfeni,Iuliana Perfeni,"Soarele și Luna\n\nCodrule cu frunză deasă\nCred că mi-am găsit mireasă\n(Așa, așa, așa…)\nNistrule cu apă lină\nM-am pierdut și ea-i de vină\n(Așa, așa, așa…)\nI-am cântat eu doine multe\nPân-a vrut să mă sărute ea\n(Așa, așa, așa…)\nPăi, am cântat-o, am dansat-o\nÎn tot felul răsfățat-o\n(Așa, așa, așa…)\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nI-am promis miresei mele\nNuntă sub un cer cu stele\n(Așa, așa, așa…)\nI-am dat în a șaptea seară\nUn inel cu piatră rară\n(Așa, așa, așa…)\n\nSoarele și Luna\n(Soarele și Luna)\nNe-or ține cununa\n(Ne-or ține cununa)\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nI-am promis miresei mele\nNuntă sub un cer cu stele\nI-am dat în a șaptea seară\nI-am dat în a șaptea ѕeară\nUn inel cu piatră rară\n\nSoarele și Luna\n(Soarele și Luna)\nNe-or ține cununa\n(Ne-or ține cununa)\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\n(Ne-or ține cununa)\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununа",https://youtube.com/watch?v=SABOfYgGk8M
2023,pl,Poland,Blanka,Solo,19,,4.0,,19.0,93.0,,,81.0,12.0,,,Bartłomiej Rzeczycki;Blanka Stajkow;Maciej Puchalski;Marcin Górecki;Mikołaj Trybulec,Blanka Stajkow;Julia Sundberg;Maria Broberg,"Solo\n\nBaby\nIt's kind of crazy\nHow else to phrase it?\nWith you I've lost my senses\n\nBaby\nWhat happened to ya?\nI thought I knew ya\nBut now it's time to face it\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nTell me\nNow, was it worth it?\nPlayin' me dirty\nBut now who's laughing, baby?\n\nWatch me\nAll eyes on me now\nBet you regret how\nWhat goes around comes around\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nNo, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nGonna make it, make it on my own\n\nOh, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nSo, it's clear to see I'm\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show yа\nHow I be getting down, ѕolo",https://youtube.com/watch?v=SEgF1aP-U1o
2023,ch,Switzerland,Remo Forrer,Watergun,20,,3.0,,20.0,92.0,,,31.0,61.0,,,Argyle Singh;Ashley Hicklin;Mikołaj Trybulec,,"Watergun\n\nWhen we were boys\nWe played pretend\nArmy tanks\nAnd army men\nHide and seek\nGrow to be the kings we dream\n\nWhere did we go?\nWe're standin' on the frontline\nWhere did we go?\nWe go?\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\nWe ain't playin' now\nCan't turn and run\nNo water guns\nNo no\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\n'Cause we ain't playin' now\nCan't turn and run\nNo water guns\nJust body bags that we've become\n\nAdolescence, breaking rules\nNothin hurts when you're bulletproof\nI remember, yes, I do, I do\n\nWhere did we go?\nWe're standin' on the frontline\nWhere did we go?\nWe go?\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\nWe ain't playin' now\nCan't turn and run\nNo water guns\nNo no\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\n'Cause we ain't playin' now\nCan't turn and run\nNo water guns\nJust body bags that we've become\n\nWhat we've become\nWhat we've become\nWhat we've become\n\nPlayin' with water guns\nNot playin' with wаter gunѕ",https://youtube.com/watch?v=l4NDErv49mk
2023,si,Slovenia,Joker Out,Carpe Diem,21,,24.0,,21.0,78.0,,,45.0,33.0,,,Bojan Cvjetićanin;Jan Peteh;Jure Maček;Kris Guštin;Nace Jordan;Žarko Pak,Bojan Cvjetićanin,"Carpe Diem\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\n\nVedno manj besed, tanek led pod nogami žge\nMi pa bežimo s prepiha\n810.000 let moraš delat' le\nDa duša malo zadiha\n\n(An ban, pet podgan)\nTi loviš, če preživiš\n(Jaz ti bom vzel vse)\nTi ničesar ne dobiš\n(A, a, a)\nSi tega res želiš?\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nNa nas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nDa nas objame nebo\n\nPrvi dež odplaknil ves bo blišč\nDa ne bi kradel magije s plesišč\nTema bo prižgala žar v očeh\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nŠe bolj na glas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nSprejeli, da smo večni samo\nIn srečni samo, ko objema nas nebo\nVso noč do jutra smo plesali\nLjubili se in se igrali\nŽiveli, kot da jutri nаѕ mogoče več\nNe bo",https://youtube.com/watch?v=3LXlPviGiWc
2023,al,Albania,Albina & Familja Kelmendi,Duje,22,,10.0,,22.0,76.0,,,59.0,17.0,,,Enis Mulla,Eriona Rushiti,"Duje\n\nDiçka mrena\nFrymën ma nal'\nS'di çka bohet, bohet\nPo du me e nal'\nÇ'ka o ka bohet?\nKrejt tu i pas'\nE krejt tu i pas'\nS'po muj me u k'naq\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nDuje , duje\nJan' tu u nda\nDuje, duje\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nDuje, duje\nJan' tu u nda\nDuje, duje\nE kan' harru\nSe kаn' nji ѕhpi\nSofër me f'mij'\nDuje, duje",https://youtube.com/watch?v=TI9rSDhXwyc
2023,pt,Portugal,Mimicat,Ai Coração,23,,2.0,,23.0,59.0,,,16.0,43.0,,,Luís Pereira;Marisa Mena,Marisa Mena,"Ai Coração\n\nAi Coração\nQue não me deixas em paz\nNão me dás sossego\nNão me deixas capaz\nTenho a cabeça e a garganta num nó\nQue não se desfaz e nem assim tu tens dó\n\nSinto-me\nTonta\nCada dia pior\nJá não sei de coisas que sabia de cor\nAs pulsações subiram quase pra mil\nEstou louca, completamente senil\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nDiz-me lá se és meu\n\nAs horas passam e o sono não vem\nOuço as corujas e os vizinhos também\nO meu juízo foi-se e por lá ficou\nAlguém me tire deste estado em que estou\nO doutor diz que não há nada a fazer\nCaso perdido vi-o eu a escrever\nAndo perdida numa outra dimensão\nToda eu sou uma grande confusão\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nAi Coração\nDiz-me lá se és meu\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nAi Coração\nAi Corаção\nDiz-me lá se éѕ meu",https://youtube.com/watch?v=HYfkxX4PFyw
2023,rs,Serbia,Luke Black,Samo mi se spava,24,,5.0,,24.0,30.0,,,16.0,14.0,,,Luka Ivanović,,"Samo mi se spava\n\nBaby watch the world on fire\nIt is all a game to me\nI don't wanna choose my fighter\nWho's taking control of me?\n\nHello?\nSamo mi se spava\nSpavaj\n\nI just wanna sleep forever (s-spavaj)\nLike it better when i dream\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\nI just wanna close my eyes\nAnd just get it over with\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\n\nNoć je, beskonačni sati\nNa ramenu djavoli\nŽelim samo večno spati\nTako da ih pobedim\n\nHello?\nGame over\n(spavaj)\n(samo mi se spava)\n\nI just wanna sleep forever (s-spavam)\nLike it better when i dream\nŽelim zauvek da spavam (s-spavam)\nDok svet gori\nI just wanna close my eyes\nAnd just get it over with\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\n\nWar\nViolence\nRage\nVirus\nSavest spava\nDok svet gori\n\nVoice silenced\nGuns\nRiots\nRazum spava\nDok svet gori\n\nSpavaj\n(samo mi se spava)\n(samo mi se ѕpavа)",https://youtube.com/watch?v=gPRfg9wzbpw
2023,gb,United Kingdom,Mae Muller,I Wrote A Song,25,,26.0,,25.0,24.0,,,9.0,15.0,,,Karen Poole;Lewis Thompson;Mae Muller,,"I Wrote A Song\n\nWhen you said you were leavin'\nTo work on your mental health\nYou didn't mention the cheating\nYou kept that one to yourself\n\nI got so mad was gonna\n\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nI kept my cool and composure\nMy mother would be so proud\nI was ready for a sentence baby\nInstead I wrote it all down\n\nOh I was gonna\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nLook into my eyes\nShe's feeling good, she feels alive\nI choose how to live my life\nI took the wrongs, I made it right\nDon't let nobody make you forget who you should be\nYou're powerful, you're all you need\nSo work it baby, come with me\n\nLet's celebrate\nDance it away\nI thought my heart would break\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote а ѕong",https://youtube.com/watch?v=tvJEE2ryCRQ
2023,de,Germany,Lord Of The Lost,Blood & Glitter,26,,21.0,,26.0,18.0,,,15.0,3.0,,,Chris Harms;Rupert Keplinger,Anthony J. Brown;Chris Harms;Pi Stoffers;Rupert Keplinger,"Blood and Glitter\n\nBlood and glitter\nSweet and bitter\nWe're so happy we could die\n\nBlood and glitter\n\nWhat we are is but a choice\nA promise to ourselves\nWe are free to break and change\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nKeep your head up in the clouds\nWith two feet on the ground\nLife's too fast so make it count\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nLet your blood flow\nBlood and glitter\nLet your blood flow\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wingѕ, we'll learn to fly\nWe are blood and glitter\nBlood аnd glitter",https://youtube.com/watch?v=dyGR4YWlPEs
2023,is,Iceland,Diljá,Power,27,,,,,,,,,,,,Diljá Pétursdóttir;Pálmi Ragnar Ásgeirsson,,Power\n\nI'm ready to let you go\nWon't hold you back no more\nGo on spread your wings and fly away\n\nBeen carrying you way too long\nLike an obsession\nI thought you were a living part of me\n\nBut I got my power in my hand\nYou hold no power over me\nI'll take my flowers while I can\nSo let the love shower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\nOh oh ohh…\nYou hold no p-p-p-power over me\n\nI'm not doing this dance again\nSo goodbye old friend\nTired of finding meaning in the dark\n\nI'm releasing all of you\nIn gratitude\nReplacing you with light that fills my heart\n\nBut I got my power in my hand\nYou hold no power over me\nI'll take my flowers while I can\nSo let the love shower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\n\nI'll take my flowers while I cаn\nSo let the love ѕhower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\nOh oh ohh…\nYou hold no p-p-p-power over me,https://youtube.com/watch?v=lzlTcA0OC5s
2023,lv,Latvia,Sudden Lights,Aijā,28,,,,,,,,,,,,Andrejs Reinis Zitmanis;Kārlis Matīss Zitmanis;Kārlis Vārtiņš;Mārtiņš Matīss Zemītis,Andrejs Reinis Zitmanis,"Aijā\n\nYou said some words didn't hear you fall asleep\nPeople were talking louder from my TV screen\nI heard them scream it was too dark to see\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nUsed to think we live in a world so beautiful\nYou see, I think I don't believe in this stuff anymore\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nPlease don't make me wake\nPleaѕe, don't wake up\nWake up\n\nAijā, aijā\nSaldā miegā\nAijā, aijā\nSаldā miegā",https://youtube.com/watch?v=SEykwl9X9SY
